12485415,8681
12465881,27489
1561576,6124
1656816,3792
22725967,26376
13242394,16381
2145644,21772
26519750,27735
39486666,4461
30873608,6712
21850939,9418
1138363,12254
20777908,26351
2526980,8197
10010843,5447
10219900,4147
1833803,2842
16350187,20902
16681394,8342
4337024,6961
2348476,7876
13049795,14954
10368178,13762
1311212,6557
3267032,7131
14485966,21465
5606651,6777
20712785,24827
11502459,7103
22449744,5910
1523330,22190
2443153,7649
25757144,29542
1247566,6413
12416498,14805
2146505,5646
3012311,4888
2006618,5896
15605223,21117
4574235,7224
18148179,8476
2140666,26736
1323387,8040
1189090,4745
17600971,21384
2320275,25192
2442015,8873
4064898,7043
1548708,16436
24204779,28013
16614340,7460
869691,9502
20885022,21061
1717800,25744
2013342,8907
14656427,23472
17256768,27137
18158394,20727
22331677,25791
19652670,22680
2529613,4898
4041632,6909
10326790,12592
2287481,2941
26106557,29979
26202204,28031
12453221,7523
1730073,5872
17369566,21676
10511660,1875
23666304,26624
10569348,27026
13599117,20973
2632144,8105
24181982,29488
2474662,7760
27122295,9982
3260011,8733
1354139,15573
19881100,25063
33952595,7334
32538576,8639
17705611,21631
18169786,24995
10168902,7885
20482536,24893
2487346,6426
1264670,15322
1422170,4410
19582513,20741
17601372,20714
1562965,1690
5070585,7586
26883244,28012
2561631,3015
21226029,21634
22115660,25766
22861694,25961
17753232,23596
2509139,7723
12295521,22108
4933820,7975
32242633,4125
1895358,20982
19874662,25203
14932835,20804
1951694,4946
16288423,6202
4044473,4770
21251331,26789
14870454,2434
4074781,8270
6211097,6455
1341689,15864
23508907,27723
3006007,9546
748893,9051
11168349,21365
15226533,21009
1485658,1858
4263518,9533
10286698,6134
18955857,20992
15318145,5500
15865401,22987
3312055,4434
24282704,25209
450226,9570
14647422,6400
21852581,9252
11692388,6218
21938498,25565
17622966,21632
14964007,6644
362641,3724
15321529,15402
440547,6782
13808189,21368
16401301,21373
1179733,3570
15321981,22133
18955248,9405
1137963,3841
16491941,20953
16184692,22845
21413988,25250
2165135,2726
1788990,3771
13393786,20986
1882919,5607
7140266,7382
3110199,7916
15321385,3280
2093352,6106
23709308,27199
22988919,26450
1467395,1605
2918560,6682
2293827,7172
22132698,25657
89271,9045
18604234,7960
2041006,2333
19855868,20935
2335900,5293
10674778,5278
327234,9037
24162682,26693
13362612,21120
21747233,24354
10258564,25364
2242229,24793
24005987,27952
18696458,8187
11828967,24916
18946810,23460
2018124,4905
2773842,5558
12543416,13691
12264737,22411
2076914,26504
13369421,20937
