19975101,21034
12465881,27489
13371771,4796
1561576,6124
2093612,8822
2601262,8987
5630116,7549
1656816,3792
22725967,26376
2145644,21772
24040671,27879
39486666,4461
159943,4541
15109529,20858
30873608,6712
1138363,12254
20777908,26351
2175092,2653
10054001,16624
2526980,8197
10219900,4147
1833803,2842
16350187,20902
4337024,6961
2348476,7876
1086626,6145
3885576,8095
10368178,13762
1311212,6557
23230285,29869
14485966,21465
20712785,24827
14851632,27014
1523330,22190
2443153,7649
207262,21421
2176065,22467
2052373,2817
1247566,6413
7012175,9439
294312,5242
3012311,4888
23746049,26422
2660294,7288
4574235,7224
25246194,29476
1323387,8040
18148179,8476
2140666,26736
1189090,4745
17600971,21384
16625446,20941
4755327,5924
2442015,8873
4064898,7043
1548708,16436
16614340,7460
24789442,28045
869691,9502
2599346,4628
20885022,21061
1717800,25744
22105553,23677
6025234,7774
2013342,8907
1859657,5999
18158394,20727
1385430,2262
19614539,24166
19652670,22680
22331677,25791
2983994,6619
15177974,24825
1233412,4529
1502369,4614
2529613,4898
588619,7136
4041632,6909
2355418,23956
12746003,22046
2287481,2941
12453221,7523
4166203,6200
3934483,7013
17974780,21028
17775857,21451
18495552,21184
13599117,20973
2632144,8105
22284223,25586
12089920,25311
27122295,9982
3260011,8733
10248599,23001
18685754,22296
1354139,15573
2323086,5036
33952595,7334
100464,14425
21970352,25114
17705611,21631
18169786,24995
10168902,7885
2034957,21949
15321379,6962
20482536,24893
2487346,6426
1892272,9989
801404,8594
23901252,26649
13377746,27497
21544512,5304
1694635,9866
1422170,4410
19582513,20741
1696606,6338
17601372,20714
1562965,1690
5070585,7586
2041062,3744
3934472,7013
2045675,2088
26883244,28012
1342760,7353
2561631,3015
16729158,21624
21226029,21634
2974004,4548
22861694,25961
27462385,5142
20915011,25632
12776876,5992
10820702,6768
25266,8015
17753232,23596
2093324,9790
4933820,7975
32242633,4125
1895358,20982
18674337,22847
1453153,16330
2701886,29369
16288423,6202
11500785,25249
4044473,4770
14870454,2434
21251331,26789
4074781,8270
6211097,6455
1341689,15864
3771333,7615
3006007,9546
23508907,27723
748893,9051
10947703,8294
1563268,4274
11168349,21365
4263518,9533
5736069,7444
10286698,6134
1268487,6222
5245112,6221
19076840,5106
187267,5999
4415454,8195
17297576,20723
26188458,27937
15318145,5500
3312055,4434
477505,7110
422514,4518
25045848,29487
13848550,22657
21938498,25565
1783163,3247
25905316,6633
17622966,21632
1919393,25043
4304472,6639
362641,3724
1564963,22831
2149918,5405
440547,6782
16401301,21373
1179733,3570
15321981,22133
14605159,20887
18780010,22999
19412086,21044
14484754,3801
1137963,3841
16491941,20953
21413988,25250
16184692,22845
1093029,12457
1788990,3771
4404552,9745
10203333,26065
13393786,20986
7140266,7382
3110199,7916
15321385,3280
23709308,27199
1467395,1605
3322647,3692
2918560,6682
1232986,16547
2293827,7172
22132698,25657
18685741,21264
4754916,9920
4619262,7704
16528939,25128
21322817,25227
18604234,7960
2041006,2333
20915011,7759
153432,4660
327234,9037
18437962,21171
1756014,24986
10946845,5486
13362612,21120
8610564,9842
2242229,24793
12453960,7523
2967411,4680
33430,7694
590052,6421
18696458,8187
9106366,9298
18946810,23460
15131006,20950
1725488,7203
5275688,5775
22427201,24865
6261912,7950
12264737,22411
2076914,26504
13369421,20937
22353739,25814
1110048,15684
2146726,3757
1900748,5554
10608845,21395
1451004,1552
2157627,4511
11740250,26193
17444540,24075
15479709,3807
18835668,23987
17081459,24200
1184426,24798
20537032,24711
574166,7512
10699477,9100
1132936,2290
1168378,3093
31299023,3552
4641911,6164
27613503,27916
7330701,9709
24667588,29374
22726304,25572
13279062,2796
29222301,5581
12558743,7658
636644,8456
2233003,7634
1564411,3404
10200845,3738
6436744,9365
25933601,28333
206199,7852
27987861,8650
27665197,28536
3537030,6979
6767633,8459
12433622,20816
3135609,9203
1223840,2430
2249453,5653
11679041,12912
20270632,27066
11139384,20829
17642749,25313
19767689,5351
22996413,26656
39851534,7617
3539747,9592
1311805,6505
10168895,16507
653513,8067
22447397,26119
5298875,8232
13613,15660
2506858,29291
27470350,3593
21532624,23282
21115443,25040
18148179,3650
17380293,1747
2345580,3030
1191771,1442
25992413,29904
13804577,28415
2977349,3198
17092396,20831
30865892,5175
19347181,23319
1564417,8283
398631,8985
408101,9101
11825742,25862
10027208,6763
12851354,8406
11628542,1628
2580958,3955
13192136,3162
5051134,9658
3750697,5781
25156390,28135
1956255,4632
5861860,6836
14078057,20861
23450893,26465
2366609,6143
18733617,21649
15521944,23961
27665197,8145
19623896,29470
4041513,8177
1870044,6171
2220391,6126
22804895,27295
3887477,5266
1788603,8822
15837633,21768
3251816,3892
6231686,8352
14493034,28404
2204792,7787
26401249,27668
15364151,21255
13115980,13600
1671466,3193
7021780,7778
4427339,9851
213505,7822
52758,8825
19196440,21064
1514653,29418
12084691,21213
19668,2037
13526269,4422
15191891,23796
35228872,5834
25170509,9948
14385771,27102
23047483,26782
1018365,5899
4125397,9387
23923640,28442
2835709,5753
861670,8942
3331487,7157
3413479,8250
13342850,14147
15574839,22771
1107877,9364
20467890,22855
23916503,6252
11380820,2430
1972259,8720
11660654,22432
2411667,3391
1148045,15891
2294325,4036
2590398,2723
2079041,6540
3110559,6871
22461726,25733
3953721,8047
1318410,14178
22725457,26378
10761575,9911
3787693,6163
12235476,20951
18722763,9109
1189036,3142
15413176,21633
1530647,6633
4983775,5220
153420,8200
6690962,8703
5160400,6632
25786589,29753
20852177,23524
497525,7120
11474170,6137
21394399,22239
1204377,21958
5008340,9707
12360099,1700
12291107,20939
25888910,27501
1747573,9343
23048153,26801
17021043,25761
11010005,8476
17055878,22888
17718225,5280
21692140,25424
29152174,29490
11495977,24609
1563133,29599
34139535,7469
2724439,7007
100062,2931
3101963,3681
12623248,2685
22950123,26101
12187248,21004
17146998,20908
2999487,7450
1257892,9479
23410265,4310
1838125,8224
5937966,9972
25332287,29104
19700612,24101
1640271,7506
16602895,2881
3078437,4628
431119,8723
360793,9883
644006,6567
4670943,9095
1268445,21821
3090030,6233
20367728,24309
28192691,7214
30861525,6295
1322030,16121
1089349,4116
25658385,25690
19570308,23985
18553836,4368
17447188,24122
16150545,23593
4745362,5888
15283170,20966
1925514,6428
17601604,21140
19476761,23936
18268342,22720
3672652,9872
1445554,3864
36560133,7948
2146774,7474
3956260,5981
1310512,9418
305596,3594
12236301,9960
20116156,25912
2146414,6250
12068481,21712
22364201,5003
4965254,5958
10550623,13470
4811106,9263
20196924,24479
1563401,24789
1033500,14869
1995538,3479
21804414,24816
1401674,1823
25200450,29298
13331016,21163
7067676,8994
1563589,8655
20111312,25187
535949,5608
3433852,3650
20324939,24057
6391579,7440
706209,9441
24068322,27896
4728620,5869
14719403,20868
16125841,1870
26318515,28325
24232413,25637
1521610,2308
14356272,4589
14080780,21635
2848636,4551
12171158,4031
17883949,20746
2619358,5063
5090608,7060
2890862,3317
12279233,3980
1645778,7638
2385720,4772
13116957,26867
246953,5961
31351426,7290
11239006,21383
3002581,9987
4100920,7327
3745982,9938
1398478,15816
20482536,2926
24143415,24244
2370631,7813
15873474,21951
2080734,2951
10382326,6440
11010005,3650
3914977,5704
491663,7711
5230600,9922
17786658,24384
2380544,4970
24340086,27657
1899450,4001
4990759,9146
26914581,27698
440994,8284
17014402,22888
2080734,24384
3243519,3689
17786658,2951
18454982,21109
18459313,21119
11630141,29369
3247432,4389
11969411,16994
1038195,5368
10962069,21094
22034726,3364
2176065,22069
2373152,7804
431299,6132
1414613,3579
24156962,2898
1983042,7498
1179800,21810
11842298,1937
4240760,5944
4107691,4228
2616509,9458
15983948,29100
22697824,27711
2054324,5664
1351932,7212
23066512,26839
6517920,8502
13458092,22289
1788428,7284
320482,8851
2499375,6811
12100831,8726
1563227,2022
10905564,9235
1025819,26410
24361200,28141
17642793,22336
1472611,6467
1207920,16228
2692076,6816
20211577,21149
10275880,22688
4047143,6922
1115443,3731
23426016,4026
19043200,23846
20895088,25652
11455272,14098
10521949,15390
1692043,2523
1563401,5721
1196931,3153
21324574,25226
6040384,6594
1364681,2806
1326466,1484
23005253,26699
24194826,8458
1048232,9780
2173625,9497
2422910,5431
13673554,8632
1380605,7501
2908703,8142
32234960,3506
11139384,8825
18696364,27220
3051666,4017
19369663,9476
1742661,8894
2146729,3757
13361222,3346
2053056,2068
13351653,21447
25280226,29336
2916621,9966
22977901,26549
23467332,27139
4073991,8896
22191736,25662
23531280,4859
27548379,29238
2268510,8675
1769334,7468
2211109,3903
2140666,28536
10650082,4443
1202480,7708
18696364,27211
1261663,2632
10528705,3080
1937821,2497
3596751,4921
5284566,7087
20026683,22024
19703006,29343
15364151,22546
2140666,24198
2605370,8438
22150728,24102
17713642,25725
27467033,29620
1594795,7964
4068897,7749
3463652,8148
17720319,20954
2043233,9281
2309926,9677
1472525,6673
7167950,7385
2954629,9471
5241276,9480
1119794,16009
1440613,24322
10788462,13447
10244031,14865
26163147,29895
364952,5005
11801699,4830
3187538,3228
2711305,9896
23481596,4949
6906042,8584
25377334,29539
1663525,21383
36548872,3780
1125657,6246
1168378,9177
11438979,15326
1863248,7222
23087358,29063
633776,8121
2034146,3141
2668409,4979
12899801,21486
19695722,23661
1903884,5662
1277932,20763
16632623,20952
1213864,27219
10176505,1819
18148179,20832
1909510,3617
3030068,8205
3154351,7262
38835221,8564
10110872,7699
19241055,23791
1025523,6358
23067219,26835
11139384,2094
399409,7067
23116745,26799
19703155,22693
10469769,20820
355914,8292
17320171,20965
6780043,8950
27044718,29827
1171033,6390
1701231,9665
24672005,27769
23487170,27177
1048583,3563
1469841,3087
2487828,8806
1220173,15341
22118674,25651
1194874,2955
17271597,22968
1713059,6681
1049775,5129
17672739,26481
2613169,4050
1898799,9978
12676980,1679
700058,7547
1073568,11793
25415094,29445
4039865,9631
4759359,6696
15774601,20957
662987,7863
1486980,5346
147941,20974
5018335,5927
1118319,7701
1563298,8980
14385771,24514
3251075,7416
2474729,4616
11191409,13568
2079407,21620
10851465,27995
5354097,7811
106289,21595
3465468,5542
4942176,9185
11219773,3180
41275538,5105
15942740,7312
1332880,16620
3758981,9981
1715754,4535
19156642,20803
267616,8102
24825459,4274
12835484,20977
1562965,2697
2278201,6382
18930434,23461
1305298,15952
408407,8870
6007454,8304
1239060,8728
23047813,26786
1110158,15647
27905512,28528
14335419,1986
1339146,1581
1592884,3857
2827238,4583
1750123,23866
1924258,4035
2146430,8100
38143006,9987
14421816,26754
19336475,21824
2343984,4125
3101657,3109
3084764,3779
16986687,21121
